userid,username,firstname,lastname,city,state,email,phone,likesports,liketheatre,likeconcerts,likejazz,likeclassical,likeopera,likerock,likevegas,likebroadway,likemusicals
48179,MJF77EHC,Chadwick,Bass,Grass Valley,NU,Aliquam.rutrum@diamat.org,(112) 321-4854,,False,False,True,,True,,True,,True
48180,JTB69ECT,Michael,Kirby,Vallejo,SK,auctor.velit@Aliquamgravidamauris.ca,(178) 714-5148,False,False,False,,,,True,False,False,
48181,ICN12ZRK,Irma,Mason,Catskill,SD,lorem.sit.amet@tristique.org,(340) 549-0873,,,False,False,False,True,,True,,
48182,BVE52COC,Sean,Stevenson,Denver,NB,lorem@tempuseuligula.org,(756) 764-3680,False,False,False,,,,,True,True,True
48183,LKE10PMR,Jocelyn,Mack,New Rochelle,NT,vitae.sodales@fringillami.org,(686) 122-8815,False,,,,True,,,True,,True
48184,XQN98VVR,Zeph,Higgins,Garden Grove,ON,fringilla.ornare@accumsaninterdum.com,(495) 735-5378,,False,True,True,,True,False,False,,
48185,WDB64OFU,Giacomo,Benton,Two Rivers,TX,id@vitae.edu,(511) 175-0965,,,True,False,False,,,,False,
48186,XNY93NXH,Channing,Holder,Los Alamitos,SC,a.magna@sitametornare.ca,(442) 953-0795,,True,,,,True,False,False,,False
48187,SZL65SSH,Nichole,Day,Klamath Falls,NS,Integer@vel.edu,(488) 353-8862,,,True,False,,True,,False,,False
48188,IRE52OLC,Caesar,Parrish,Louisville,ND,aptent@eueleifendnec.org,(980) 602-3432,,True,,,,,,True,,True
48189,LTV07BJF,Hasad,Mcneil,Laguna Hills,AB,Morbi.vehicula.Pellentesque@Duisac.ca,(980) 730-4029,False,True,,True,False,,,False,False,
48190,BFT75UGN,Yardley,Cote,Johnstown,SK,pulvinar.arcu.et@semperdui.ca,(262) 398-8079,,False,False,False,True,,True,,True,
48191,YSA26WAR,Lesley,Walton,Cary,WA,Nam@Quisque.ca,(709) 988-2379,,,,,,,True,,False,
48192,DFL00HHK,Acton,Downs,San Clemente,DE,egestas.rhoncus.Proin@nullaInteger.com,(933) 433-7401,,True,,,,False,False,True,,
48193,LKA87JRD,Hunter,Salas,San Bernardino,CA,felis.orci.adipiscing@semperrutrum.edu,(929) 190-0635,True,,True,,True,,False,,True,
48194,WTY86ZXI,Eden,House,Albuquerque,MB,Cum@vestibulumnequesed.ca,(912) 676-0250,True,,False,,,,True,False,False,True
48195,KSA04SDR,Elliott,Cannon,Hamilton,AK,ipsum.porta@sedsemegestas.org,(466) 862-3718,,,,False,,True,True,,,
48196,PSQ33XTD,Bernard,Mckenzie,Kona,AB,malesuada@imperdieteratnonummy.org,(182) 668-9921,,True,,True,,,False,,False,False
48197,FRI83DTG,Herman,Taylor,Easthampton,NY,auctor.nunc@sapien.org,(310) 914-0191,,False,,True,,True,False,False,,
48198,WNY76JVW,Drake,Anderson,Thiensville,MA,lacinia.at.iaculis@nibhAliquamornare.org,(124) 689-1827,,False,,,,,True,True,,
48199,LGJ00IEY,Lael,Vega,Christiansted,NE,sem.semper.erat@mauris.edu,(673) 769-4429,,True,,True,False,,,True,False,False
48200,SNJ42JYQ,Madison,Summers,Boston,ID,dolor@quisturpis.edu,(356) 267-9461,,False,,,False,,False,False,,
48201,LVX65PQY,Cullen,Pruitt,Columbia,NH,tincidunt.nibh.Phasellus@ridiculusmusProin.edu,(632) 316-8269,False,,,,True,,True,False,True,True
48202,MDG73XQO,Lenore,Michael,Berkeley,NS,quam@lobortis.org,(230) 180-0299,,,,,,,,False,True,
48203,ZLK12LEO,Hamish,Burch,Newcastle,NE,Nulla.semper@In.org,(411) 526-1629,True,,,,,,,False,True,False
48204,GBK73BXA,Dominique,Travis,Sioux City,QC,posuere.enim.nisl@nonsollicitudin.com,(776) 575-0129,,,False,,False,False,,,False,True
48205,VMO22DIL,Gillian,Dickerson,Mechanicville,MA,nisl.Maecenas.malesuada@volutpat.com,(710) 127-5946,,,False,,False,,,,,
48206,BFL14EQJ,Maia,Downs,Bethlehem,AB,augue.ut.lacus@atlacusQuisque.com,(647) 174-1955,True,,True,False,False,False,,,False,
48207,SOW73IYG,Signe,Howard,Derby,QC,Curae;@ornare.edu,(186) 109-4165,,True,False,True,,,False,,,
48208,DFX22WRJ,Kaye,Dale,Ogden,MN,porttitor.interdum.Sed@felisadipiscingfringilla.com,(277) 831-8029,,False,,,,,,,,False
48209,HTG01JYE,MacKensie,Velasquez,Oshkosh,BC,parturient.montes@velit.com,(645) 651-0532,True,,False,,False,False,,True,True,
48210,ORS12XGU,Chloe,Leach,Frederiksted,CA,pharetra@Maurisvestibulumneque.com,(548) 753-3022,,,False,False,,False,,False,True,True
48211,JCS06BLS,Echo,Osborne,Ashland,ON,felis.Donec.tempor@adipiscing.org,(395) 613-4393,,,True,False,,True,False,False,True,
48212,CCE62NDQ,Jayme,Joyce,Orem,DC,elit.pharetra.ut@eratvolutpat.edu,(121) 575-0148,,,True,True,,,False,False,,True
48213,GZS77FVW,Melvin,Osborn,Carson,PE,libero@pede.edu,(403) 367-9922,False,False,,False,,False,,False,False,True
48214,KBD66XRR,Branden,Trujillo,Hackensack,SK,non.justo@nuncest.org,(843) 367-1742,,False,,,,False,,True,True,True
48215,TGZ08TER,Curran,Hendrix,Hornell,NT,lacus.Nulla.tincidunt@odiosemper.com,(843) 376-7457,,,False,True,,,False,False,False,
48216,BYJ36BCC,Maxwell,Swanson,Fulton,MI,imperdiet.non.vestibulum@et.org,(208) 660-2064,True,,False,,,True,False,,,
48217,RLU20VNC,Ivory,Wood,Montpelier,BC,erat@Duis.com,(481) 944-2977,,True,True,,True,,True,True,,
48218,CAR04DHK,Shelley,Blevins,Saratoga Springs,NV,mi@semperegestas.org,(518) 106-6074,,,True,,,True,,,False,False
48219,OBF61VIE,Lance,Randall,Gloversville,IL,vulputate.velit.eu@Donec.org,(256) 990-4485,,,True,,True,False,False,False,True,
48220,VOF85HIY,Chantale,Stanton,Elizabeth City,WI,nunc.nulla.vulputate@nonummy.ca,(907) 978-4081,,True,False,False,,,False,,False,True
48221,DTK04GOO,Amos,Ray,Olean,NS,mus@lobortisaugue.ca,(619) 179-1273,,True,False,,False,False,True,True,,False
48222,VYC86BZX,Samuel,Gardner,San Juan Capistrano,NB,a@consequatpurus.com,(323) 780-3535,,,,False,False,True,False,,True,False
48223,ZGO61OAT,Stacey,Lucas,Blythe,NL,Suspendisse.aliquet.sem@Cum.com,(299) 862-8495,,True,,,False,True,,,False,False
48224,OVC34IGZ,Eleanor,Rose,Jeffersonville,NT,eget@rutrum.ca,(645) 492-4208,,False,False,False,,True,,,False,False
48225,RHA01GML,Elton,Gardner,Moline,PA,Quisque.fringilla.euismod@orciUtsagittis.org,(443) 375-2222,,,True,False,,True,True,,,
48226,MNY73LAO,Minerva,Floyd,Oil City,NL,Fusce@vulputateullamcorper.org,(644) 229-3804,True,True,True,,,False,,,,
48227,HSO49NVT,Kiona,Dotson,Raleigh,MB,lorem.Donec.elementum@urna.org,(434) 547-5612,False,True,True,,,,,,,True
48228,UXC23UUZ,Xaviera,Adkins,Waltham,MO,est@mi.com,(543) 556-7361,,False,,,,False,,False,True,False
48229,GLQ79GOI,Troy,Odonnell,Covina,NJ,Sed.congue@Suspendisse.org,(376) 411-0608,False,,True,,,,,True,,
48230,ZFU33XKY,Wade,Dominguez,Marlborough,KY,eu@eratVivamus.org,(847) 474-9586,True,,False,False,,True,True,,,
48231,XWM36XGC,Orson,Stein,Bakersfield,PE,Sed.diam@vitaeodio.org,(172) 951-4624,,False,True,,False,True,False,False,True,
48232,OEP57TZJ,Alfreda,James,Hudson,AB,tempus.non@acsemut.org,(505) 288-0155,False,True,True,,False,,,True,False,False
48233,WXT07PAX,Carol,Le,Macomb,BC,turpis.non@miDuisrisus.org,(737) 976-5619,,,False,True,,,True,True,,True
48234,IXO26EUG,Freya,Richard,Rancho Santa Margarita,ON,dui.quis.accumsan@accumsan.com,(337) 827-6883,,,True,,,,,,False,True
48235,OZP42ICC,Cameron,Hartman,Monterey,AK,mattis@quisaccumsanconvallis.org,(210) 161-1764,,,,,True,False,,,False,False
48236,JEP47TQO,Ivana,Boone,Ansonia,AB,ut@tempus.edu,(820) 279-4286,,,,False,False,,,,False,True
48237,DEY38XUC,Noelle,Hooper,Gardena,MN,nunc.Quisque.ornare@arcuVestibulumut.ca,(661) 474-5028,,,,,,,True,,False,
48238,QZA97LOU,Owen,Hatfield,Rancho Cordova,ME,sed@loremloremluctus.org,(902) 481-5605,False,True,,,,,,,,
48239,VNC23GVZ,Dominic,Harrell,Tulsa,NH,Nulla@diamSed.com,(846) 940-0628,,False,False,,,,True,True,,
48240,ZSP91RZW,Venus,Skinner,Ada,NE,sagittis@quisurnaNunc.edu,(743) 621-2164,,,,False,,,True,False,,True
48241,EGX75ABT,Maris,Joyner,Covington,NB,arcu.iaculis@luctusutpellentesque.org,(909) 186-9994,True,,,,,True,,True,,True
48242,MZT58MOV,Inga,Andrews,Nashville,ND,nunc@vitae.org,(575) 104-9765,,False,True,False,,,,False,True,
48243,IWC39OHT,Caldwell,Rowe,Leominster,NU,ut.lacus.Nulla@Utsagittislobortis.org,(257) 265-7945,,False,,True,True,,,,False,False
48244,HHW49KEX,Theodore,Riddle,Visalia,OH,Integer@luctusaliquetodio.org,(469) 501-8270,False,,False,,,False,,False,,True
48245,ANY55DLV,Vera,Hull,Santa Clarita,SK,odio.vel@eu.com,(499) 593-3169,,True,False,False,True,,False,False,False,
48246,NZY99GIB,Vielka,Fitzpatrick,Baytown,IA,neque@acsem.ca,(553) 315-0321,,,False,,,,False,False,,False
48247,EPO37CKB,Faith,Kirkland,Hot Springs,CT,tincidunt.congue@leo.org,(428) 713-7263,,False,True,False,True,True,,True,True,False
48248,AGC74LMR,Berk,Serrano,Titusville,KY,Cras.lorem@adipiscing.org,(883) 722-4291,,,True,False,,,True,,False,
48249,CEU84BJQ,Aaron,Le,Santa Barbara,MB,pellentesque.massa@justo.edu,(514) 890-9292,,False,,,False,,,True,,
48250,IKB13CBR,Aidan,Erickson,Elmira,NL,Etiam.ligula@iaculis.com,(183) 721-6164,,False,False,,False,,True,,False,True
48251,NTJ29OXD,Delilah,Grimes,Lomita,NU,eget.odio.Aliquam@diamvel.edu,(394) 472-5099,,False,True,True,False,,False,True,,
48252,LAX87ELW,Brynne,Holden,Troy,WV,metus.vitae@interdumCurabitur.com,(424) 797-4605,True,False,True,False,,False,True,False,,
48253,UQI55BYF,Brenna,Kirkland,Vineland,MO,et@Curabitur.org,(543) 820-7342,False,,True,False,,False,,True,True,
48254,KPV28VAE,Damian,Dejesus,Sioux Falls,NS,ipsum@facilisis.com,(252) 297-8457,False,,,False,,False,,,False,
48255,JVC58VJH,Illana,Blevins,Wichita,NS,felis@in.ca,(583) 621-8770,,True,True,,True,,,,,True
48256,AOE68HLQ,Abdul,Johnson,Oklahoma City,UT,Nulla@nec.edu,(253) 199-2697,,True,,,,,False,True,True,True
48257,WEI91GFV,Carissa,Wilkinson,Cedar City,SK,fringilla.Donec.feugiat@ametconsectetueradipiscing.ca,(222) 294-6833,,True,,False,False,,False,True,,False
48258,TZL89XOV,Demetria,Valentine,Frederick,NU,mus@mollisneccursus.org,(521) 312-1957,False,False,,,,True,True,False,,
48259,BME36LMO,Vanna,David,Elkhart,OH,quam.quis.diam@famesac.ca,(917) 607-3109,,False,,True,,,,,True,True
48260,VBO41HVH,Fletcher,Pierce,Saint Albans,OH,Cras.convallis@tristique.ca,(598) 916-3242,,,,False,False,,True,,False,True
48261,XQL88BDB,Jakeem,Graham,Clarksville,ON,Aliquam@condimentumeget.edu,(261) 538-6760,,,True,True,False,,True,False,False,
48262,IBV83SNC,Felicia,Logan,Manitowoc,MS,quis@egestasblandit.edu,(504) 771-1962,,,,True,False,False,False,,,False
48263,BSY75CWK,Patrick,Cherry,Reedsport,AB,risus@mollisIntegertincidunt.edu,(727) 297-1707,,,,,,True,,True,True,True
48264,QWO77IYO,Gay,Morin,Augusta,QC,morbi@IncondimentumDonec.edu,(196) 929-9858,,,,,True,True,,True,,
48265,ZGY95YYI,Jael,Richardson,Revere,PE,ipsum.sodales@In.org,(734) 567-3272,False,True,,False,False,False,,,True,False
48266,IXU75MEW,Deborah,House,Klamath Falls,NB,feugiat@dictumsapienAenean.edu,(440) 861-3388,False,True,,,,True,False,,,
48267,CTL93QGT,Isadora,Bullock,Orange,NU,rhoncus.Nullam@feugiattelluslorem.org,(341) 134-0577,,True,True,,True,,,True,True,
48268,ZYN92ZBU,Nyssa,Simon,Modesto,SK,interdum.ligula@ligula.org,(728) 933-8025,,,True,,True,,False,,False,False
48269,XWG92PSH,Selma,Douglas,San Dimas,NT,iaculis.enim@liberoDonecconsectetuer.ca,(442) 504-7119,True,True,True,,,False,True,,False,True
48270,PJY14JWP,Kimberley,Sanchez,Hopkinsville,BC,tellus.eu.augue@apurusDuis.ca,(276) 351-4895,,,,False,,True,True,True,,
48271,UVS03WMD,Rinah,Benton,South Portland,IL,Nunc.mauris.sapien@Duisvolutpat.ca,(637) 194-6552,,,,,True,True,,False,,
48272,RNZ74JMZ,Tate,Ratliff,Medford,TN,Quisque.ornare.tortor@Duisvolutpatnunc.com,(580) 219-8449,True,,,,True,False,,,,True
48273,FUY49XHK,Graiden,Craig,Baldwin Park,AB,Fusce.fermentum@sedpedenec.edu,(457) 591-5052,,False,True,,,,False,,,True
48274,ONG04LNM,Abbot,Ramsey,Manassas,NT,nisi.Aenean.eget@dolor.com,(366) 428-8520,True,,True,,,True,False,True,,False
48275,FGC65YNC,Cassady,Mcclure,Newport News,HI,nibh.Phasellus.nulla@sed.edu,(380) 871-6336,True,,True,False,False,False,True,,False,
48276,PFV49YCH,Erica,Rodriquez,Elko,BC,suscipit@interdum.com,(999) 497-4858,,,False,,False,True,False,,True,True
48277,NNW84QJI,Chandler,Clay,Manassas Park,NJ,adipiscing.non.luctus@libero.com,(911) 875-2318,False,,,True,,True,,True,True,False
48278,YZI87WBB,Ashely,Tate,Yigo,MB,in@Inscelerisque.ca,(657) 480-0880,False,False,False,,,False,,True,,
48279,UXE17GHO,Blossom,Grimes,Chattanooga,MD,luctus.et@Nullam.edu,(409) 859-6147,True,,False,,False,,True,False,True,False
48280,CYB84AMR,Jamal,Dunlap,Downey,SD,sed.turpis@ultricesposuerecubilia.org,(619) 577-0877,True,True,False,False,False,,False,False,True,False
48281,EBH67ASQ,Nissim,Horton,Gardner,IL,mi.Aliquam@eu.edu,(875) 858-5661,False,False,False,,,,False,,,
48282,EFB07XPL,Lane,Reilly,Agawam,AK,vestibulum.massa.rutrum@Proin.org,(127) 481-7840,,False,,True,True,True,,,False,
48283,KOF84INH,Risa,Mays,Natchez,PE,arcu.Vivamus.sit@metusvitae.ca,(226) 933-2416,,,True,,True,True,True,False,False,
48284,HLM18VLF,Uta,Bean,Truth or Consequences,NT,ornare@Curae;Phasellusornare.com,(702) 279-8189,,False,,True,True,True,,True,True,False
48285,GWM45LJT,Eric,Guerrero,Basin,NY,erat@dictumProin.ca,(209) 839-6992,False,True,False,,False,True,,True,,False
48286,GQK00JTY,Ella,Webb,Nashua,NT,malesuada@turpis.org,(264) 197-8529,,False,,,True,False,,False,True,
48287,YCY90SUP,Wade,Payne,Richmond,UT,lorem.vitae.odio@Vivamusnon.edu,(280) 504-0318,True,True,True,,False,,False,True,,False
48288,LPK96VAY,Alexis,Serrano,Saint Louis,NH,feugiat.nec@nasceturridiculusmus.ca,(391) 682-5448,,False,,,,,True,False,True,True
48289,UWY47EZF,Martena,Salazar,Honolulu,NS,Quisque.ac.libero@ametluctus.org,(906) 193-9134,,False,True,,True,,,,True,
48290,WDE90NWE,Simon,Fields,Cicero,AB,ante@Maecenasiaculis.ca,(422) 668-9868,,,False,True,,False,False,,False,
48291,MMQ01LAZ,Cade,Valenzuela,Topeka,ND,Nullam.nisl@ornare.ca,(328) 791-2773,,,True,,False,False,True,,False,True
48292,VZS59XUS,McKenzie,Burt,Reading,QC,eu.tempor@dolorNullasemper.ca,(416) 971-3008,True,True,,False,False,,,,False,
48293,SLJ62NYI,MacKenzie,Reynolds,Columbus,NU,dolor@mitemporlorem.org,(318) 619-0783,,True,True,,,,True,,,False
48294,NZY01WDY,Odette,Knapp,Arcadia,NH,conubia@turpisIn.ca,(582) 840-2443,,,,,,False,,,False,
48295,YER76SZD,Cooper,Greene,Kearns,IL,ut@ac.com,(680) 123-0885,,,,False,,True,True,,,True
48296,HNP37YMP,Rajah,William,South Portland,AB,dolor.dolor.tempus@etipsum.ca,(743) 402-8024,True,,,,False,False,,False,False,False
48297,WBW21CBG,Hanna,Levine,Astoria,MB,In.ornare@liberoProin.edu,(117) 527-2344,False,,False,True,,,,False,False,
48298,FCU73OZR,Willa,Jefferson,Oil City,SD,diam.lorem@Donectemporest.ca,(371) 715-4256,,,True,True,,,True,False,,False
48299,VPI57XAZ,Illiana,Owen,College Park,NH,ac.ipsum@Quisque.ca,(628) 697-3309,,True,,,True,True,True,,False,True
48300,BXK68EBF,Christopher,Whitaker,Idaho Falls,NT,lobortis@Utsagittislobortis.edu,(331) 127-2646,,,,False,,,,False,,False
48301,YCL93DEA,Lillith,Solomon,Fort Smith,NU,dolor.Fusce.feugiat@ligulaeu.com,(738) 469-2898,,True,False,True,,False,,False,,True
48302,CZP46NRL,Judah,Livingston,Agoura Hills,IA,vestibulum.massa@Maurisutquam.ca,(776) 279-9733,,,True,,,,,,,
48303,OUB75BSH,Grant,Bass,Opelousas,NT,vitae@ut.edu,(481) 825-9007,,True,True,True,True,False,,False,True,True
48304,YMU77JSV,Jack,Horne,Akron,SK,urna.Nunc@tortorInteger.com,(491) 823-3798,,False,True,False,,False,,,,True
48305,GNT17CMN,Aristotle,Gordon,Shawnee,FL,lacinia@mattis.edu,(509) 814-2661,,False,,,,,False,True,,False
48306,ESI08UFN,Isadora,Gardner,Saint Cloud,ND,a.enim.Suspendisse@euismod.edu,(203) 198-5811,,,,True,False,False,True,True,False,
48307,EOF14ASI,Britanni,Torres,Troy,ON,dui.Cum@a.edu,(911) 397-2552,,True,False,False,,,,,,False
48308,RDO91IGR,TaShya,Madden,Paducah,NB,metus.urna.convallis@enim.ca,(611) 956-3371,,,True,,,True,,,,
48309,CRI01AKP,Roanna,Lowe,Virginia Beach,YT,fringilla.Donec.feugiat@mattis.edu,(377) 393-4068,True,,,,True,True,False,,,
48310,RFK92UKG,Heidi,Fischer,Santa Ana,MB,Morbi@purusDuis.org,(446) 339-6040,,False,True,,,,True,False,False,True
48311,UZG03GSI,Miranda,Patrick,San Dimas,PE,ac@nasceturridiculus.edu,(693) 579-5888,,,True,False,True,,,,True,True
48312,FTA74ZGH,Shellie,Burke,Orem,NB,lectus@vestibulumneceuismod.ca,(760) 595-7413,,,,True,True,False,False,,False,True
48313,UOX25MYZ,Maile,Finley,Eatontown,NT,diam@odioauctorvitae.org,(563) 957-3564,,False,,False,False,True,True,,True,
48314,GQQ11IMR,Willow,Trujillo,Burlington,NT,ligula.eu.enim@pretiumet.ca,(206) 981-0987,False,True,,,,True,,False,,False
48315,OWY57DNR,Yoko,Foreman,Nichols Hills,BC,mus.Proin.vel@Fuscealiquetmagna.edu,(517) 164-7870,True,True,,,,True,,False,True,
48316,HIS39DBX,Silas,Burks,New Kensington,QC,sed.sem.egestas@insodales.com,(584) 297-0058,,False,,,False,False,,,,True
48317,KLE54XPN,Idona,Juarez,San Juan,SK,vitae@Fusce.org,(573) 777-0698,,True,False,False,False,False,,False,True,False
48318,JNU03NAY,Keiko,Tate,Chino Hills,DE,feugiat@elementumategestas.com,(423) 849-5763,,,False,,,True,,,False,
48319,RUP42NBA,Chava,Hodge,Murrieta,DC,lacus@cursus.org,(654) 282-4217,,True,True,,True,,True,,,False
48320,VJQ91YKK,Amela,Castillo,Charlotte Amalie,NH,convallis.est@Nullafacilisis.com,(257) 652-6679,,True,True,False,,,True,,,
48321,WUL43SCA,Jared,Allen,Leominster,NT,eu@ante.com,(717) 305-4471,True,,,True,False,False,,True,True,
48322,REW92JKS,Carla,Lester,Inglewood,MT,euismod.ac@loremvitaeodio.com,(620) 972-5295,,,,,,,,True,False,False
48323,BZB96IOW,Eric,Bush,Chandler,KY,Ut.sagittis@Cum.edu,(610) 526-2826,,False,False,False,,,,True,,
48324,VOI38ZNS,Cooper,Cleveland,Hartford,VT,facilisis.facilisis.magna@dictum.ca,(532) 770-6428,True,,False,True,False,False,,,,False
48325,ZCI78JLH,Libby,Flores,Bowling Green,BC,Sed.et.libero@etmagnis.com,(561) 817-0496,,,,True,,,,False,,True
48326,EQS98MCH,Herman,Patrick,Las Cruces,KY,pede.blandit.congue@vehiculaaliquetlibero.org,(377) 708-7393,,False,True,True,False,,,,,True
48327,JIR13OVS,Jerome,Cantrell,Vermillion,NY,cursus@Duisvolutpat.org,(490) 846-0601,,True,True,,True,True,False,,,False
48328,FRD00UDS,Reagan,Fry,West Haven,TN,odio.a@metusurna.ca,(224) 796-0708,False,,,,True,True,False,,True,True
48329,AYF78XTR,Wang,Massey,City of Industry,BC,Donec.at@utlacus.ca,(525) 589-8887,,,False,False,True,False,False,,,False
48330,OTR95RWK,Kaden,Navarro,South Bend,BC,arcu.Sed.et@musAenean.edu,(430) 504-8259,False,,,,,False,False,True,,
48331,JPQ86BTW,Mason,Moon,Narragansett,NL,molestie.arcu.Sed@sem.ca,(638) 902-4664,,True,False,,,True,,True,True,False
48332,MZH30OUS,Donna,Conley,Ogdensburg,NU,enim.commodo@augue.ca,(428) 929-7056,False,False,,False,,,False,,True,True
48333,YBU93TQJ,Emily,Downs,Astoria,KS,Etiam.laoreet@purusin.edu,(864) 938-2688,,,True,,,False,True,False,False,True
48334,FOF19CKN,Wallace,Contreras,Wheaton,PE,facilisis@mi.ca,(404) 693-5409,,True,,,,False,True,True,,
48335,ONU24EUX,Debra,Osborne,Fullerton,AB,interdum@enim.ca,(616) 184-8789,,True,False,,,,,False,,True
48336,OSM55XKI,Paula,Harding,McAlester,SK,Phasellus.elit.pede@convallisconvallis.edu,(643) 283-8348,False,True,False,False,,False,,,,
48337,MQS65BMW,Jillian,Frye,Santa Rosa,PE,aliquet.metus@eunulla.ca,(157) 183-4062,,True,,True,,,,True,,False
48338,GGD31MUF,Blaze,Barton,Lawrence,BC,sapien.Aenean.massa@magnaSuspendissetristique.ca,(291) 390-8540,,,True,True,True,False,False,True,,
48339,UGQ01QZS,Boris,Bird,Vacaville,AB,id@pede.org,(832) 215-9705,,,,False,,,True,False,,True
48340,KBX51NMY,Lev,Anderson,Agat,BC,orci.Ut@sagittisDuisgravida.edu,(905) 204-6141,,False,,True,,False,,,False,True
48341,CXH29SVB,Cathleen,Woods,Vacaville,MT,quis.pede@nequeetnunc.edu,(808) 838-1042,False,True,True,,False,,True,,False,True
48342,GBS14NHL,Yardley,Matthews,Eufaula,MB,ultricies.ligula.Nullam@semsempererat.ca,(533) 203-6089,,,,True,True,,,,True,True
48343,KZA59IEB,Clark,Cervantes,Billings,SK,urna@Classaptent.com,(615) 826-0039,False,True,True,,True,,,True,,
48344,EEE94VAL,Castor,Wise,Bridgeport,KS,ut@estvitae.com,(194) 840-7133,,,,False,,,,,,False
48345,NXS33UBM,Britanni,Golden,Pass Christian,BC,sit@anteipsumprimis.ca,(232) 560-6101,,False,False,False,True,,,,False,False
48346,OYP06RTS,Philip,Sweeney,Rolla,NV,malesuada@Fuscedolorquam.org,(609) 112-5479,,True,True,,,,,False,,
48347,JKW35BXZ,Ria,Santiago,Auburn Hills,QC,dui.in@placerateget.edu,(182) 199-8326,,,,,True,,False,False,,False
48348,JUL47JJC,Lucian,Wilson,Santa Rosa,WA,iaculis.enim.sit@congueelit.org,(266) 830-5419,,,False,,,,,False,,True
48349,OOO38OXI,Neve,Sexton,Ruston,CO,Aliquam.fringilla.cursus@ullamcorper.ca,(270) 121-8442,,True,,,,True,,False,True,
48350,AVY01BYP,Jennifer,Cleveland,Annapolis,WY,congue.a.aliquet@DonecfringillaDonec.com,(922) 842-7416,,,True,,,False,,,True,
48351,VJL68SII,Sophia,Waller,Sun Valley,SK,Sed.eget.lacus@utdolordapibus.ca,(945) 173-1721,True,,False,True,,False,,False,False,
48352,FPZ23ILB,Lawrence,Lyons,Turlock,AB,mauris.aliquam.eu@euismod.ca,(697) 831-3686,,,,True,False,,,False,False,True
48353,PPK49PVO,Herrod,Jensen,Half Moon Bay,KY,ut.nulla.Cras@loremac.edu,(341) 967-8738,,False,True,True,,,,True,False,
48354,JQD32VEZ,Cole,Ayala,Fort Worth,MB,Mauris.eu@cursus.edu,(693) 498-9880,,True,True,True,False,,,,True,
48355,EJI53EPE,Ali,Myers,Cortland,CO,Curabitur.consequat.lectus@euduiCum.ca,(768) 983-3629,,,True,False,True,,False,,,
48356,OVT46DWJ,Hayden,Spears,Irwindale,AK,consectetuer@laoreetposuere.edu,(671) 742-7926,,True,True,,False,,,,,
48357,LBM25SAM,Victor,Morgan,Muskogee,TN,felis.purus.ac@at.edu,(234) 539-7616,,True,,False,True,True,True,,,
48358,HUT81QOT,Ralph,Carson,Newark,GA,dui@etrisusQuisque.org,(946) 414-4766,,True,False,,False,,,,,
48359,XZN31XUV,Lacy,Hensley,Akron,KY,Aliquam@dis.com,(968) 405-4664,,,False,False,,False,False,False,,True
48360,ZIN33BVY,Melinda,Dixon,Athens,BC,in@iaculis.org,(354) 456-3794,,False,False,,,False,,,True,
48361,WWU14MNE,Isaac,Walter,Ogdensburg,BC,aliquam@dolorFusce.ca,(736) 840-0676,False,True,False,,,,False,,False,False
48362,UBA64CRC,Shaine,Finch,Winooski,PA,eget.massa.Suspendisse@Proinegetodio.org,(387) 371-7988,,False,,,,,,True,,
48363,BXR36XEP,Noelle,Ballard,College Park,ND,accumsan@enimcommodohendrerit.ca,(170) 399-1839,,False,,True,True,False,False,True,,
48364,YCA10ZIV,Gemma,Daniels,Newburgh,ON,elit.pretium@sedturpisnec.edu,(716) 969-8407,,False,True,,False,,,True,,
48365,CLB01ZXO,Angela,Odonnell,Gastonia,BC,vitae@diam.org,(760) 177-6490,False,,,,False,False,,,False,False
48366,GPD23WZV,Riley,Ballard,New Haven,GA,erat.volutpat@elit.com,(212) 464-8393,,False,False,,,True,False,False,,
48367,WJC20MBJ,Illiana,Green,Ogdensburg,VA,et.ultrices.posuere@acnullaIn.org,(953) 653-1978,,True,True,,True,,,,True,
48368,XBW46GQP,Abigail,Lawrence,San Jose,ON,vel.turpis@nonenimcommodo.edu,(925) 638-8087,,False,,,False,,,,False,True
48369,ZFO65JKP,Carson,Cummings,Concord,VT,semper.cursus.Integer@nibh.ca,(952) 658-6967,True,,,True,,False,,,False,True
48370,MMB10XVA,Keelie,Lane,Anchorage,MB,at@fringillacursuspurus.edu,(251) 770-0595,True,,,True,,,,,,False
48371,KCO18OEK,Jermaine,Nixon,West Sacramento,NC,vitae.diam.Proin@Cum.org,(281) 317-5897,,True,,,True,,,False,True,False
48372,VPJ07CQR,Amaya,Hendrix,Bethlehem,NM,Aliquam@Donecatarcu.com,(665) 473-0987,,,False,False,True,True,False,,,True
48373,YQC24KGI,Echo,Whitney,Yonkers,NT,Integer.mollis.Integer@elit.com,(109) 801-1234,,True,False,,True,True,,True,,
48374,DIR93VDP,Caesar,Mcintyre,Seaford,WY,fermentum.metus.Aenean@risusDonecegestas.org,(694) 298-0731,,,,False,,,False,True,True,False
48375,JWT57PPP,Uta,Rocha,Oshkosh,AB,lacus.Nulla.tincidunt@ligulaNullamfeugiat.ca,(218) 388-1559,False,,False,,False,,,,False,
48376,MIL71HYT,Quyn,Vasquez,DuBois,IL,aliquam@sitametrisus.org,(519) 913-3916,,,True,,,True,False,,,True
